accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall,learning_rate
1.0,1.0,0.0038655337411910295,1.0,1.0,0.3333333432674408,0.6666666269302368,0.6765689849853516,0.4000000059604645,0.6666666865348816,9.999999747378752e-05
1.0,1.0,0.006261620204895735,1.0,1.0,0.3333333432674408,0.6666666269302368,0.6762596964836121,0.4000000059604645,0.6666666865348816,9.999999747378752e-05
1.0,1.0,0.007377034053206444,1.0,1.0,0.3333333432674408,0.6666666269302368,0.6758475303649902,0.4000000059604645,0.6666666865348816,9.999999747378752e-05
1.0,1.0,0.005198739003390074,1.0,1.0,0.3333333432674408,0.6666666865348816,0.6754717826843262,0.4000000059604645,0.6666666865348816,9.999999747378752e-05
1.0,1.0,0.0019555334001779556,1.0,1.0,0.3333333432674408,0.6666666865348816,0.6752572059631348,0.4000000059604645,0.6666666865348816,9.999999747378752e-05
1.0,1.0,0.004403166938573122,1.0,1.0,0.3333333432674408,0.6666666865348816,0.6751101613044739,0.4000000059604645,0.6666666865348816,9.999999747378752e-05
1.0,1.0,0.005638796370476484,1.0,1.0,0.3333333432674408,0.6666666865348816,0.674992561340332,0.4000000059604645,0.6666666865348816,9.999999747378752e-05
1.0,1.0,0.002388784196227789,1.0,1.0,0.3333333432674408,0.6666666865348816,0.674842119216919,0.4000000059604645,0.6666666865348816,9.999999747378752e-05
1.0,1.0,0.0021370749454945326,1.0,1.0,0.3333333432674408,0.6666666865348816,0.6747044920921326,0.4000000059604645,0.6666666865348816,9.999999747378752e-05
1.0,1.0,0.00234137661755085,1.0,1.0,0.3333333432674408,0.6666666865348816,0.674595832824707,0.4000000059604645,0.6666666865348816,9.999999747378752e-05
1.0,1.0,0.003453873097896576,1.0,1.0,0.3333333432674408,0.6666666865348816,0.6745421290397644,0.4000000059604645,0.6666666865348816,9.999999747378752e-05
1.0,1.0,0.0013504760572686791,1.0,1.0,0.3333333432674408,0.6666666865348816,0.6744714379310608,0.4000000059604645,0.6666666865348816,9.999999747378752e-05
1.0,1.0,0.002812819555401802,1.0,1.0,0.3333333432674408,0.6666666865348816,0.6745150685310364,0.4000000059604645,0.6666666865348816,9.999999747378752e-05
1.0,1.0,0.001449423492886126,1.0,1.0,0.3333333432674408,0.6666666865348816,0.6745929718017578,0.4000000059604645,0.6666666865348816,9.999999747378752e-05
1.0,1.0,0.0019653430208563805,1.0,1.0,0.3333333432674408,0.6666666865348816,0.674772322177887,0.4000000059604645,0.6666666865348816,9.999999747378752e-05
1.0,1.0,0.0024127077776938677,1.0,1.0,0.3333333432674408,0.6666666865348816,0.675053060054779,0.4000000059604645,0.6666666865348816,9.999999747378752e-05
1.0,1.0,0.0020752213895320892,1.0,1.0,0.3333333432674408,0.6666666865348816,0.6752665638923645,0.4000000059604645,0.6666666865348816,9.999999747378752e-05
1.0,1.0,0.002531280741095543,1.0,1.0,0.3333333432674408,0.6666666865348816,0.6753084659576416,0.4000000059604645,0.6666666865348816,9.999999747378752e-06
1.0,1.0,0.001825334969907999,1.0,1.0,0.3333333432674408,0.6666666865348816,0.6753637194633484,0.4000000059604645,0.6666666865348816,9.999999747378752e-06
1.0,1.0,0.002432512119412422,1.0,1.0,0.3333333432674408,0.6666666865348816,0.6754443645477295,0.4000000059604645,0.6666666865348816,9.999999747378752e-06
1.0,1.0,0.0010235836962237954,1.0,1.0,0.3333333432674408,0.6666666865348816,0.6755496859550476,0.4000000059604645,0.6666666865348816,9.999999747378752e-06
1.0,1.0,0.0019008159870281816,1.0,1.0,0.3333333432674408,0.6666666865348816,0.6756137013435364,0.4000000059604645,0.6666666865348816,9.999999747378752e-06
